name,url,category,summary,ingredients,directions,total,servings_n,yield,calories,fat_100g,satfat_100g,sugars_100g,salt_100g,fat_fsa,satfat_fsa,sugars_fsa,salt_fsa,fat_score,satfat_score,sugars_score,salt_score,fsa_score,fsa_health_label,rating,dish_type_scraped,cuisine_scraped,total_minutes,ingredient_count,dish_type_llm,cuisine_llm,image_path,dish_type_normalised
"Salmon Fillet with Cilantro, Lime, and Jalapeno",https://www.allrecipes.com/recipe/264161/salmon-fillet-with-cilantro-lime-and-jalapeno/,main-dish,This cilantro lime salmon dish is highly delectable and looks absolutely amazing!,"1 cup fresh cilantro leaves ; 5 tablespoons extra-virgin olive oil, divided ;   lime, juiced ; 1 small garlic clove ;   salt and freshly ground black pepper to taste ; 2 pounds salmon fillets, or more to taste ; 1 large vine tomato, seeded and chopped ; ½  jalapeno pepper, seeded and chopped","Preheat the oven to 400 degrees F (200 degrees C). Combine cilantro, 2 tablespoons olive oil, lime juice, and garlic in a blender. Season with salt and black pepper.Blend until creamy smooth. Brush a baking pan with remaining oil and place salmon in the pan. Spread cilantro mixture on the salmon; arrange tomato and jalapeno on top. Season with salt and black pepper. Bake in the preheated oven, uncovered, until fish flakes easily with a fork, 15 to 20 minutes.",30 mins,8.0,2 pounds salmon,205.8,8.540183995834056,1.4580801944106925,0.4860267314702308,0.1296649887172365,amber,green,green,green,2.0,1.0,1.0,1.0,5.0,healthy,0.0,,,30.0,8,Seafood,Mexican,recipe_images/recipe_1082.jpg,Seafood
Curried Salmon with Summer Fruit Chutney,https://www.allrecipes.com/recipe/143354/curried-salmon-with-summer-fruit-chutney/,main-dish,The coolness of the fruit tastes great with the spicy salmon.,"2 tablespoons curry paste ; 2 tablespoons fresh lime juice ; 4 (6 ounce) salmon fillets ; 1  nectarines, pitted and diced ; 2  plums, pitted and diced ; ⅓ cup blueberries ; ¼ cup minced red onion ; ¼ teaspoon cayenne pepper ; 3 tablespoons chopped fresh cilantro ; 1 teaspoon fresh lime juice ;   salt and ground black pepper to taste","Mix the curry paste and lime juice together in a small baking dish. Add the salmon to the curry mixture and turn to coat evenly. Cover the dish with plastic wrap and place in refrigerator for 1 hour. While the salmon is marinating, make the chutney by stirring together the nectarine, plums, blueberries, onion, cayenne pepper, cilantro, lime juice, salt and pepper in a bowl. Place chutney in refrigerator until salmon is ready. Preheat oven to 425 degrees F (220 degrees C). Remove plastic wrap from salmon and bake in the preheated oven until salmon flakes easily with a fork, 12 to 15 minutes. Spoon chutney in even amounts over each fillet.",1 hr 45 mins,4.0,4 servings,319.5,6.698354167019064,1.3396708334038123,3.3694751264398928,0.2290634144691215,amber,green,green,green,2.0,1.0,1.0,1.0,5.0,healthy,3.5,,,105.0,11,Seafood,Indian,recipe_images/recipe_1087.jpg,Seafood
Whole Wheat Pasta with Smoked Clams and Fiddleheads,https://www.allrecipes.com/recipe/214871/whole-wheat-pasta-with-smoked-clams-and-fiddleheads/,main-dish,"Fiddleheads give this dish nice texture and lots of visual appeal.  Make sure to boil them a minimum of 10 minutes, as there is a history of undercooked fiddleheads leading to unpleasant endings to an otherwise nice evening.  The smoked clams add a unique flavor.","1 cup fiddleheads, ends trimmed ; ½ (16 ounce) package whole-wheat spaghetti ; 2 tablespoons olive oil ; 2 large cloves garlic, minced ; 2 (3.75 ounce) cans smoked clams, drained and chopped ; 2 tablespoons dry white wine ; ½ teaspoon salt ; ¼ cup grated Parmesan cheese, or to taste","Place the fiddleheads into a saucepan and cover with water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 15 minutes. The water will turn brown. Drain, and set aside. While the fiddleheads are boiling, fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the spaghetti, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 12 minutes. Drain well in a colander set in the sink. Heat the olive oil in a large skillet over medium heat. Cook and stir the garlic until fragrant, then stir in the smoked clams. Stir in the drained fiddleheads, white wine, and salt. Cook until heated through, about 5 minutes. Toss with spaghetti, and serve with Parmesan cheese.",35 mins,4.0,4 servings,374.8,10.987366289562884,2.2538187260641815,1.479068538979619,0.7178764801690365,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,5.0,,,35.0,8,Pasta and Noodles,Italian,recipe_images/recipe_1097.jpg,Pasta
Dale's Summertime Salmon,https://www.allrecipes.com/recipe/217950/dales-summertime-salmon/,main-dish,"I made this for my husband's diet and he loved it. The lemon, capers, and pineapple complement the flaky salmon. Serve with a light salad for a great spring or summer meal. I served this with the Israeli Salad from this site. Great combo.","1 (1 pound) fillet salmon ; 1 (6 ounce) can pineapple chunks with juice ; 1 cup chopped kale ; ½  onion, sliced ; 1 tablespoon capers ; 1 tablespoon olive oil ;   lemon, juiced ; 1 pinch salt and ground black pepper to taste","Preheat an oven to 375 degrees F (190 degrees C). Place the salmon fillet in a baking dish; top with the pineapple with juice, kale, onions, and capers. Drizzle the olive oil and lemon juice over the salmon. Season with the salt and black pepper. Cover the baking dish with aluminum foil. Bake in the preheated oven until the salmon flakes easily with a fork, about 25 minutes.",40 mins,4.0,4 servings,243.9,5.441098784997359,1.0036978341257263,3.909138932910724,0.1588748019017432,amber,green,green,green,2.0,1.0,1.0,1.0,5.0,healthy,4.44,Seafood Main Dishes,American,40.0,8,Seafood,International,recipe_images/recipe_1106.jpg,Seafood
Battered Balsamic Fish,https://www.allrecipes.com/recipe/105048/battered-balsamic-fish/,main-dish,"This recipe is my husband's specialty, good for any fresh fish. I prefer halibut but whatever your pleasure. Goes great with homemade mashed potatoes.","2 cups olive oil for frying ; 1  red onion, sliced and separated into rings ; ½ cup balsamic vinegar ; 2 cups plain dry bread crumbs ; 1 cup self-rising flour ; 6 (6 ounce) fillets halibut","Heat 1/4 to 1/2 inch of oil in a large heavy skillet over medium heat. While that is warming, place the red onion onto a platter and sprinkle with balsamic vinegar. Combine the bread crumbs and flour. Press fish into the mixture to coat on both sides. Fry in the hot oil until cooked through, about 5 minutes on each side. Transfer to the dish of onions and allow to drain. Wait 5 minutes and then transfer to serving plates. Spoon some of the vinegar and onions over the top for show.",30 mins,6.0,6 servings,485.9,3.786297210096793,0.5693680015183147,1.708104004554944,0.4446052381856139,amber,green,green,amber,2.0,1.0,1.0,2.0,6.0,healthy,4.0,Seafood Main Dishes,,30.0,6,Seafood,International,recipe_images/recipe_1107.jpg,Seafood
Salmon and Asparagus Pasta,https://www.allrecipes.com/recipe/281941/salmon-and-asparagus-pasta/,main-dish,"Dry sauce mix combines with asparagus and salmon to make a dish that will impress your friends--and you don't have to tell them how easy it is! Mezzi rigatoni is my favorite kind of pasta to use with this one, but ziti, penne, and other hearty pasta cuts will work just as well. Serve with Parmesan cheese.","¾ cup dry white wine ; 2 tablespoons extra-virgin olive oil ; ¼ cup chopped fresh Italian flat-leaf parsley ; ½ medium white onion, chopped ; 2 medium lemons, juiced, divided ; 1 (8 ounce) fresh salmon fillet ; 1 (16 ounce) package rigatoni pasta ; 1 ½ cups milk ; 1 tablespoon salted butter ; 1 (1.6 oz) package Sauce, CPC, KNORR Alfredo Sauce, dry mix ; 1 cup chopped fresh asparagus ; 1 clove garlic, minced","Combine wine, olive oil, parsley, onion, and juice of 1 lemon in a large skillet over medium heat until simmering. Place salmon on top, with scales down. Cover and poach until fish flakes easily with a fork, about 20 minutes. Meanwhile, bring a large pot of lightly salted water to a boil. Cook rigatoni in the boiling water, stirring occasionally until tender yet firm to the bite, about 12 minutes. Drain and cover to keep warm. Combine milk, butter, and sauce mix in a saucepan over medium-high heat. Whisk constantly until boiling. Reduce heat to medium-low and cook, whisking frequently, until thickened, about 4 minutes. Fill a small skillet with 1/4 inch water, remaining lemon juice, and garlic; bring to a boil. Add asparagus, cover, and steam, checking frequently to avoid overcooking, until bright green and tender, 5 to 10 minutes. Flake poached salmon and add to warm pasta. Add sauce and asparagus; toss to combine.",45 mins,8.0,8 servings,351.7,6.539646607558322,2.227791701475912,3.5213481733006353,0.5763512724463489,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,0.0,Pasta,American,45.0,12,Pasta and Noodles,Italian,recipe_images/recipe_1115.jpg,Pasta
Pan-Seared Mediterranean Stuffed Salmon,https://www.allrecipes.com/recipe/283051/pan-seared-mediterranean-stuffed-salmon/,main-dish,Great flavors added to salmon.,"4 (8 ounce) salmon fillets ; 4 cups chopped fresh spinach ; ½ cup sun-dried tomatoes packed in oil, drained and chopped ; ½ cup artichoke hearts, drained and chopped ; ¼ cup crumbled feta cheese ; 1 pinch garlic powder, or to taste ;   salt and ground black pepper to taste","Make a horizontal slice in the center of each salmon fillet but do not cut all the way through. Fill a large bowl with ice and cold water. Bring a large pot of lightly salted water to a boil. Add spinach and cook uncovered until tender, about 40 seconds. Drain in a colander and immediately immerse in ice water for several minutes to stop the cooking process. Drain thoroughly and transfer to a bowl. Add sun-dried tomatoes, artichokes, and feta cheese to the blanched spinach; mix to combine. Divide evenly and stuff into the salmon ""pockets."" Season fillets with garlic powder, salt, and pepper. Heat a cast iron skillet over medium heat. Place salmon fillets, skin-sides down, in the hot skillet and sear for 5 minutes. Gently flip and sear the other sides for 5 minutes. Flip again to finish cooking, about 5 minutes more.",35 mins,4.0,4 servings,330.3,4.61524806958374,1.5975858702405257,0.2840152658205379,0.3773852844590397,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,0.0,Seafood Main Dishes,Mediterranean Inspired American,35.0,7,Stuffed Dishes,Mediterranean,recipe_images/recipe_1118.jpg,Stuffed Dishes
Easy Halibut Fillets,https://www.allrecipes.com/recipe/282519/easy-halibut-fillets/,main-dish,I made these quick and easy halibut fillets for my husband's birthday as halibut is his favorite fish. It's really important that the halibut is seared over really high heat. Serve with rice and green beans.,"4 tablespoons melted butter ; 4 tablespoons liquid honey ; 1 large lemon, juiced ; 4 teaspoons liquid aminos ; 1 teaspoon ground black pepper ; 4 cloves garlic, minced ; 1 (2 pound) halibut fillet, cut into 4 pieces","Combine melted butter, honey, lemon juice, liquid aminos, pepper, and garlic in a small bowl; mix to combine. Brush both sides of the halibut fillets with the butter sauce. Heat a cast iron skillet over very high heat. Add halibut filets and sear on each side for 90 seconds. Reduce heat to medium-high and cook on each side until fish can be easily flaked with a fork, 2 to 3 minutes per side.",20 mins,8.0,8 servings,212.6,4.961972974968618,2.36284427379458,5.080115188658347,0.2540057594329173,amber,amber,amber,green,2.0,2.0,2.0,1.0,7.0,healthy,0.0,Seafood Main Dishes,,20.0,7,Seafood,International,recipe_images/recipe_1121.jpg,Seafood
Nigel's Simple Salmon Glaze,https://www.allrecipes.com/recipe/239194/nigels-simple-salmon-glaze/,main-dish,My favorite salmon recipe. The sweetness of the BBQ sauce and syrup balances nicely with the grainy mustard and white wine.,4 (4 ounce) salmon fillets ; 3 tablespoons barbeque sauce ; 2 tablespoons coarse-grain mustard ; 2 tablespoons white wine ; 4 teaspoons soy sauce ; 1 tablespoon maple syrup,"Preheat oven to 400 degrees F (200 degrees C). Line a baking dish with aluminum foil. Place salmon into the prepared baking dish. Stir barbeque sauce, mustard, white wine, soy sauce, and maple syrup together in a small bowl; pour mixture over salmon. Bake in the preheated oven until salmon flakes easily with a fork, about 15 minutes.",25 mins,4.0,4 servings,229.6,7.334148238693188,1.4668296477386376,4.1337926436270696,0.9561062340260028,amber,green,green,amber,2.0,1.0,1.0,2.0,6.0,healthy,4.0,,,25.0,6,Seafood,American,recipe_images/recipe_1123.jpg,Seafood
Orecchiette with Shrimp and Basil Pesto,https://www.allrecipes.com/recipe/272586/orecchiette-with-shrimp-and-basil-pesto/,main-dish,"Fresh basil pesto, mixed with pasta of your choice. I used orecchiette pasta, fresh gulf shrimp, and threw in some Champagne tomatoes at the end.","½ pound shrimp, peeled and deveined ; ½  lemon, juiced, or to taste ; 2 teaspoons olive oil ;   salt and ground black pepper to taste ; 1 (16 ounce) package orecchiette pasta ; 2 cups fresh basil ; 2 tablespoons pine nuts  (Optional); 4 cloves garlic ; ¼ cup grated Romano cheese ; 2 tablespoons olive oil ; ½ pint Champagne tomatoes, halved","Toss shrimp with lemon juice and 2 teaspoons olive oil in a small bowl. Season with salt and pepper; let sit for 10 minutes. Bring a large pot of salted water to a boil. Add orecchiette and cook uncovered, stirring occasionally, until tender yet firm to the bite, 12 to 13 minutes. While the pasta is cooking, pulse basil, pine nuts, and garlic in a blender. Add Romano cheese; pulse until combined. Drizzle in olive oil slowly and blend until smooth. Season with salt and pepper. Drain pasta and mix with pesto; add tomatoes. Cook shrimp in a nonstick skillet over medium heat until they are bright pink on the outside and the meat is opaque, about 3 minutes. Add to pasta.",35 mins,4.0,4 servings,593.6,3.7849665858418593,0.7096812348453486,0.7806493583298834,0.1364362173990182,amber,green,green,green,2.0,1.0,1.0,1.0,5.0,healthy,0.0,,,35.0,11,Pasta and Noodles,Italian,recipe_images/recipe_1127.jpg,Pasta
Baked Shrimp Scampi with Tomatoes,https://www.allrecipes.com/recipe/260644/baked-shrimp-scampi-with-tomatoes/,main-dish,"A twist on the more common scampi, with the added flavor of tomatoes and chile peppers.","1 tablespoon butter ; 1 pound uncooked shrimp - peeled, deveined, and tails removed ; 1 (14 ounce) can diced tomatoes with green chile peppers, drained ; 1 tablespoon lemon juice ; 1 tablespoon minced garlic ; 1 cup plain dry bread crumbs ; 2 teaspoons dried parsley ; ¼ cup grated Parmesan cheese","Preheat oven to 375 degrees F (190 degrees C). Warm butter in a pan over medium-high heat, tilting the pan so the butter coats the bottom. Add shrimp to the pan. Cook shrimp until they are bright pink on the outside and the meat is opaque, 4 to 5 minutes. Mix shrimp, tomatoes, lemon juice, and garlic in a 10-inch baking pan. Bake in the preheated oven until tomatoes release their juices, about 45 minutes. Stir in bread crumbs and parsley. Sprinkle Parmesan cheese evenly over the top of the shrimp. Continue baking until juices have been soaked up and the Parmesan cheese has started to melt, about 15 minutes.",1 hr 14 mins,6.0,6 servings,174.0,2.865448504983388,1.3704318936877078,0.7475083056478404,0.927221760797342,green,green,green,amber,1.0,1.0,1.0,2.0,5.0,healthy,0.0,,,74.0,8,Seafood,Italian,recipe_images/recipe_1130.jpg,Seafood
